transcript_id,SRR21831518,SRR21831519,SRR21831520,SRR21837144,SRR21837145,SRR21837146
TrSC58v2_2683.t1.e1,4,30,32,32,23,57
TrSC58v2_2683.t1,3,0,1,26,19,49
TrSC58v2_2684.t1.e1,6,4,7,11,6,15
TrSC58v2_2684.t1,5,0,6,0,5,12
TrSC58v2_2685.t1.e1,28,35,44,59,29,199
TrSC58v2_2685.t1,22,20,35,46,26,156
TrSC58v2_2687.t1.e1,1,4,5,4,0,14
TrSC58v2_2687.t1,1,4,3,0,0,12
TrSC58v2_2688.t1.e1,11,9,10,20,8,56
TrSC58v2_2688.t1,9,7,9,17,5,45
TrSC58v2_2689.t1.e1,4,8,14,15,6,32
TrSC58v2_2689.t1,1,0,3,0,5,35
TrSC58v2_2690.t1.e1,6,5,34,3,37,2
TrSC58v2_2690.t1,5,4,23,68,32,125
TrSC58v2_2692.t1.e1,6,4,18,30,14,44
TrSC58v2_2692.t1,5,3,15,26,13,41
TrSC58v2_2693.t1.e1,1,3,10,8,10,9
TrSC58v2_2693.t1,1,3,8,1,9,9
TrSC58v2_2694.t1.e1,12,4,4,33,20,37
TrSC58v2_2694.t1,0,1,0,1,2,33
TrSC58v2_2695.t1.e1,3,0,7,16,6,61
TrSC58v2_2695.t1,0,0,5,14,5,3
TrSC58v2_2698.t1.e1,3,8,18,31,25,60
TrSC58v2_2698.t1,3,6,15,27,20,73
TrSC58v2_2699.t1.e1,2,9,24,32,15,39
TrSC58v2_2699.t1,2,0,1,1,13,49
TrSC58v2_2701.t1.e1,3,5,17,23,24,58
TrSC58v2_2701.t1,3,4,14,20,18,54
TrSC58v2_2702.t1.e1,7,9,19,46,18,57
TrSC58v2_2702.t1,5,6,17,37,16,40
TrSC58v2_2704.t1.e1,2,0,13,20,22,37
TrSC58v2_2704.t1,1,0,2,3,0,1
TrSC58v2_2706.t1.e1,2,0,9,15,12,18
TrSC58v2_2706.t1,1,0,8,3,2,15
TrSC58v2_2707.t1.e1,3,8,14,19,22,95
TrSC58v2_2707.t1,0,0,10,17,17,2
TrSC58v2_2708.t1.e1,18,18,28,43,18,39
TrSC58v2_2708.t1,0,0,20,2,15,36
TrSC58v2_2709.t1.e1,8,0,0,11,12,11
TrSC58v2_2709.t1,1,0,0,1,1,10
TrSC58v2_2711.t1.e1,6,3,12,0,6,18
TrSC58v2_2711.t1,1,2,2,0,2,17
TrSC58v2_2712.t1.e1,5,6,4,23,15,50
TrSC58v2_2712.t1,0,5,0,20,13,47
TrSC58v2_2718.t1.e1,2,0,1,6,10,8
TrSC58v2_2718.t1,0,0,1,1,1,7
MSTRG.2657.1,10,11,13,30,16,69
TrSC58v2_2720.t1.e1,3,10,23,21,15,74
TrSC58v2_2720.t1,2,10,27,44,17,85
MSTRG.2658.2,41,70,106,180,152,456
TrSC58v2_2721.t1.e1,23,9,22,24,28,121
TrSC58v2_2721.t1,6,13,18,29,29,129
TrSC58v2_3362.t1.e1,2,0,7,10,4,32
TrSC58v2_3362.t1,0,0,1,0,0,5
TrSC58v2_3361.t1.e1,24,27,44,86,60,189
TrSC58v2_3361.t1,17,21,38,73,53,176
TrSC58v2_3364.t1.e1,2,4,8,10,7,25
TrSC58v2_3364.t1,0,3,3,10,2,23
TrSC58v2_3363.t1.e1,6,7,12,22,19,42
TrSC58v2_3363.t1,5,5,9,21,17,37
TrSC58v2_3365.t1.e1,2,3,3,2,2,16
TrSC58v2_3365.t1,2,2,0,0,0,1
TrSC58v2_3369.t1.e1,7,12,15,37,12,38
TrSC58v2_3369.t1,6,11,14,3,11,36
TrSC58v2_3370.t1.e1,7,3,0,24,6,30
TrSC58v2_3370.t1,0,1,0,1,5,27
TrSC58v2_3371.t1.e1,12,16,12,28,17,50
TrSC58v2_3371.t1,1,1,11,23,14,41
TrSC58v2_3372.t1.e1,4,9,9,15,11,20
TrSC58v2_3372.t1,0,1,10,17,1,22
TrSC58v2_3374.t1.e1,3,7,11,21,5,24
TrSC58v2_3374.t1,1,0,8,2,4,19
TrSC58v2_3480.t1.e1,3,9,12,8,11,20
TrSC58v2_3480.t1,1,2,3,7,3,21
TrSC58v2_3485.t1.e1,18,0,3,7,10,18
TrSC58v2_3485.t1,14,0,3,6,1,16
TrSC58v2_3481.t1,0,0,0,0,0,0
TrSC58v2_3481.t1.e1,0,0,0,0,0,12
TrSC58v2_3483.t1,0,0,0,0,0,6
TrSC58v2_3483.t1.e1,0,0,8,0,9,8
TrSC58v2_3482.t1.e1,7,5,12,10,13,15
TrSC58v2_3482.t1,5,1,1,9,11,13
TrSC58v2_3484.t1.e1,5,12,5,10,11,23
TrSC58v2_3484.t1,0,10,4,7,8,21
TrSC58v2_3487.t1.e1,11,12,10,46,14,70
TrSC58v2_3487.t1,8,8,8,9,13,66
TrSC58v2_3488.t1.e1,5,8,15,28,14,51
TrSC58v2_3488.t1,4,6,12,20,10,43
TrSC58v2_3489.t1.e1,9,9,14,28,9,33
TrSC58v2_3489.t1,0,6,12,2,7,29
TrSC58v2_3491.t1.e1,5,8,12,3,2,40
TrSC58v2_3491.t1,4,0,0,0,1,1
TrSC58v2_3492.t1.e1,5,10,16,24,25,56
TrSC58v2_3492.t1,1,0,13,19,1,51
TrSC58v2_3493.t1.e1,3,5,6,13,11,29
TrSC58v2_3493.t1,0,4,4,11,10,26
TrSC58v2_3494.t1.e1,9,12,43,35,34,106
TrSC58v2_3494.t1,8,11,39,32,32,84
TrSC58v2_3495.t1.e1,11,5,3,17,10,22
TrSC58v2_3495.t1,0,4,3,0,2,20
TrSC58v2_3496.t1.e1,37,34,45,66,39,215
TrSC58v2_3496.t1,30,1,40,55,35,182
TrSC58v2_3498.t1.e1,5,9,5,10,5,17
TrSC58v2_3498.t1,0,0,5,8,4,16
TrSC58v2_3497.t1.e1,9,20,18,23,17,55
TrSC58v2_3497.t1,9,14,15,22,15,51
TrSC58v2_3499.t1.e1,3,4,13,18,23,65
TrSC58v2_3499.t1,0,0,13,15,21,53
TrSC58v2_3500.t1.e1,5,13,16,13,11,28
TrSC58v2_3500.t1,1,3,1,10,10,24
TrSC58v2_3501.t1.e1,5,2,2,20,25,35
TrSC58v2_3501.t1,5,1,1,4,3,33
TrSC58v2_3502.t1.e1,2,20,49,93,45,125
TrSC58v2_3502.t1,1,18,44,2,39,110
TrSC58v2_3504.t1.e1,4,4,14,3,14,13
TrSC58v2_3504.t1,3,0,12,3,11,11
TrSC58v2_3505.t1.e1,2,7,6,5,0,19
TrSC58v2_3505.t1,1,1,5,0,0,18
TrSC58v2_3508.t1.e1,3,9,6,3,8,22
TrSC58v2_3508.t1,1,0,1,0,1,21
TrSC58v2_3509.t1.e1,3,1,8,7,11,23
TrSC58v2_3509.t1,3,1,0,6,10,19
TrSC58v2_3512.t1.e1,4,4,11,14,7,42
TrSC58v2_3512.t1,0,3,2,2,5,36
MSTRG.3413.1,0,0,0,0,0,85
TrSC58v2_3511.t1.e1,11,8,5,8,15,14
TrSC58v2_3511.t1,0,6,4,6,10,18
TrSC58v2_3514.t1.e1,11,8,18,18,30,67
TrSC58v2_3514.t1,9,6,17,14,26,60
TrSC58v2_3513.t1.e1,5,11,52,66,36,136
TrSC58v2_3513.t1,4,8,1,38,31,129
TrSC58v2_3515.t1.e1,7,11,23,19,31,61
TrSC58v2_3515.t1,6,9,20,16,29,52
TrSC58v2_3516.t1.e1,3,2,10,5,6,16
TrSC58v2_3516.t1,2,1,8,1,5,16
TrSC58v2_3517.t1.e1,4,3,4,2,6,9
TrSC58v2_3517.t1,0,1,0,1,0,9
TrSC58v2_2731.t1,0,0,12,29,25,39
TrSC58v2_2731.t1.e1,0,0,18,33,28,45
TrSC58v2_2738.t1,0,0,1,6,0,2
TrSC58v2_2738.t1.e1,0,0,12,7,16,27
TrSC58v2_2740.t1,0,0,0,0,3,13
TrSC58v2_2740.t1.e1,0,0,24,0,11,15
TrSC58v2_2744.t1,0,0,0,0,0,13
TrSC58v2_2744.t1.e1,0,4,8,7,0,14
TrSC58v2_2750.t1,0,0,0,2,1,9
TrSC58v2_2750.t1.e1,0,0,0,6,4,10
TrSC58v2_2751.t1,0,2,0,0,0,1
TrSC58v2_2751.t1.e1,0,14,0,0,4,12
TrSC58v2_2753.t1,0,1,9,13,1,27
TrSC58v2_2753.t1.e1,0,1,9,14,1,26
TrSC58v2_2757.t1,0,4,0,0,8,19
TrSC58v2_2757.t1.e1,0,6,13,13,10,23
TrSC58v2_2768.t1,0,1,1,0,0,2
TrSC58v2_2768.t1.e1,0,7,4,4,0,24
TrSC58v2_2773.t1,0,0,0,0,1,1
TrSC58v2_2773.t1.e1,0,0,4,0,4,10
TrSC58v2_2774.t1,0,1,3,1,0,7
TrSC58v2_2774.t1.e1,0,1,3,4,4,8
TrSC58v2_2775.t1,0,0,2,2,3,24
TrSC58v2_2775.t1.e1,0,5,3,6,4,30
TrSC58v2_2780.t1,0,0,5,1,9,18
TrSC58v2_2780.t1.e1,0,2,7,23,11,21
TrSC58v2_2784.t1,0,0,1,4,3,2
TrSC58v2_2784.t1.e1,0,4,1,5,3,29
TrSC58v2_2789.t1,0,0,4,9,18,28
TrSC58v2_2789.t1.e1,0,4,6,11,19,30
TrSC58v2_2802.t1,0,0,0,0,0,1
TrSC58v2_2802.t1.e1,0,0,0,0,0,1
TrSC58v2_2810.t1,0,0,10,15,7,1
TrSC58v2_2810.t1.e1,0,0,13,16,9,113
TrSC58v2_2817.t1,0,0,0,0,0,0
TrSC58v2_2817.t1.e1,0,0,0,0,0,0
TrSC58v2_2818.t1,0,0,0,0,0,0
TrSC58v2_2818.t1.e1,0,0,0,0,0,0
TrSC58v2_2819.t1,0,0,0,0,0,0
TrSC58v2_2819.t1.e1,0,0,0,0,0,0
TrSC58v2_2820.t1,0,0,0,0,0,0
TrSC58v2_2820.t1.e1,0,0,0,0,0,0
TrSC58v2_2821.t1,0,0,0,0,0,0
TrSC58v2_2821.t1.e1,0,0,0,0,0,0
TrSC58v2_2822.t1,0,0,0,0,0,0
TrSC58v2_2822.t1.e1,0,0,0,0,0,0
TrSC58v2_2823.t1,0,0,0,0,0,0
TrSC58v2_2823.t1.e1,0,0,0,0,0,0
TrSC58v2_2824.t1,0,0,0,0,0,0
TrSC58v2_2824.t1.e1,0,0,0,0,0,0
TrSC58v2_2825.t1,0,0,0,0,0,0
TrSC58v2_2825.t1.e1,0,0,0,0,0,0
TrSC58v2_2826.t1,0,0,0,0,0,0
TrSC58v2_2826.t1.e1,0,0,0,0,0,0
TrSC58v2_2827.t1,0,0,0,0,0,0
TrSC58v2_2827.t1.e1,0,0,0,0,0,0
TrSC58v2_2828.t1,0,0,0,0,0,0
TrSC58v2_2828.t1.e1,0,0,0,0,0,0
TrSC58v2_2829.t1,0,0,0,0,0,0
TrSC58v2_2829.t1.e1,0,0,0,0,0,0
TrSC58v2_2830.t1,0,0,0,0,0,0
TrSC58v2_2830.t1.e1,0,0,0,0,0,0
TrSC58v2_2831.t1,0,0,0,0,0,0
TrSC58v2_2831.t1.e1,0,0,0,0,0,0
TrSC58v2_2832.t1,0,0,0,0,0,0
TrSC58v2_2832.t1.e1,0,0,0,0,0,0
TrSC58v2_2833.t1,0,0,0,0,0,0
TrSC58v2_2833.t1.e1,0,0,0,0,0,0
TrSC58v2_2834.t1,0,0,0,0,0,0
TrSC58v2_2834.t1.e1,0,0,0,0,0,0
TrSC58v2_2835.t1,0,0,0,0,0,0
TrSC58v2_2835.t1.e1,0,0,0,0,0,0
TrSC58v2_2836.t1,0,0,0,0,0,0
TrSC58v2_2836.t1.e1,0,0,0,0,0,0
TrSC58v2_2837.t1,0,0,0,0,0,0
TrSC58v2_2837.t1.e1,0,0,0,0,0,0
TrSC58v2_2838.t1,0,0,0,0,0,0
TrSC58v2_2838.t1.e1,0,0,0,0,0,0
TrSC58v2_2839.t1,0,0,0,0,0,0
TrSC58v2_2839.t1.e1,0,0,0,0,0,0
TrSC58v2_2840.t1,0,0,0,0,0,0
TrSC58v2_2840.t1.e1,0,0,0,0,0,0
TrSC58v2_2846.t1,0,2,0,2,1,2
TrSC58v2_2846.t1.e1,0,5,0,21,1,55
TrSC58v2_2852.t1,0,0,0,0,1,3
TrSC58v2_2852.t1.e1,0,4,3,11,6,10
TrSC58v2_2854.t1,0,0,6,5,4,23
TrSC58v2_2854.t1.e1,0,0,7,6,5,24
MSTRG.2770.1,0,0,0,118,0,323
MSTRG.2770.2,0,35,0,47,0,15
MSTRG.2779.1,0,3,21,14,7,57
TrSC58v2_2866.t1,0,0,0,0,2,7
TrSC58v2_2866.t1.e1,0,7,4,2,3,9
TrSC58v2_2870.t1,0,0,14,0,0,0
TrSC58v2_2870.t1.e1,0,5,15,25,9,53
TrSC58v2_2872.t1,0,0,0,3,0,4
TrSC58v2_2872.t1.e1,0,4,4,3,0,26
TrSC58v2_2873.t1,0,7,1,2,1,17
TrSC58v2_2873.t1.e1,0,8,4,13,4,17
TrSC58v2_2876.t1,0,0,4,2,3,19
TrSC58v2_2876.t1.e1,0,4,5,11,4,22
TrSC58v2_2889.t1,0,0,6,5,3,18
TrSC58v2_2889.t1.e1,0,0,8,6,16,19
TrSC58v2_2893.t1,0,0,0,2,0,14
TrSC58v2_2893.t1.e1,0,0,0,3,0,15
TrSC58v2_2900.t1,0,0,0,0,0,1
TrSC58v2_2900.t1.e1,0,0,0,0,0,3
TrSC58v2_2904.t1,0,0,3,2,5,4
TrSC58v2_2904.t1.e1,0,7,5,27,5,46
TrSC58v2_2905.t1,0,0,4,0,7,34
TrSC58v2_2905.t1.e1,0,0,8,16,8,43
TrSC58v2_2908.t1,0,6,11,14,0,1
TrSC58v2_2908.t1.e1,0,7,12,16,8,73
TrSC58v2_2910.t1,0,0,2,1,5,11
TrSC58v2_2910.t1.e1,0,0,6,5,6,13
MSTRG.2831.3,0,0,16,0,0,95
TrSC58v2_2922.t1,0,0,2,1,3,18
TrSC58v2_2922.t1.e1,0,8,3,2,3,18
TrSC58v2_2924.t1,0,0,0,0,3,3
TrSC58v2_2924.t1.e1,0,0,7,3,5,48
TrSC58v2_2926.t1,0,3,0,10,0,12
TrSC58v2_2926.t1.e1,0,3,0,11,7,12
TrSC58v2_2929.t1,0,0,4,4,6,24
TrSC58v2_2929.t1.e1,0,3,6,4,8,26
TrSC58v2_2935.t1,0,0,0,1,0,24
TrSC58v2_2935.t1.e1,0,0,0,4,0,26
TrSC58v2_2952.t1,0,8,14,0,0,36
TrSC58v2_2952.t1.e1,0,11,17,27,8,41
TrSC58v2_2953.t1,0,0,0,3,1,5
TrSC58v2_2953.t1.e1,0,0,0,4,18,7
TrSC58v2_2954.t1,0,0,1,2,0,12
TrSC58v2_2954.t1.e1,0,0,1,7,5,14
TrSC58v2_2955.t1,0,4,1,5,4,1
TrSC58v2_2955.t1.e1,0,5,11,6,6,25
TrSC58v2_2981.t1,0,3,3,0,5,9
TrSC58v2_2981.t1.e1,0,7,5,4,5,8
TrSC58v2_2984.t1,0,0,1,0,1,1
TrSC58v2_2984.t1.e1,0,0,22,0,7,14
TrSC58v2_2985.t1,0,0,1,1,1,0
TrSC58v2_2985.t1.e1,0,3,4,10,4,11
TrSC58v2_2989.t1,0,6,6,6,10,10
TrSC58v2_2989.t1.e1,0,8,7,17,11,12
TrSC58v2_2991.t1,0,0,0,0,1,30
TrSC58v2_2991.t1.e1,0,7,12,0,3,36
TrSC58v2_2992.t1,0,13,0,4,15,63
TrSC58v2_2992.t1.e1,0,17,51,55,20,68
MSTRG.2907.1,0,0,0,46,25,48
TrSC58v2_2994.t1,0,2,0,4,3,9
TrSC58v2_2994.t1.e1,0,3,8,4,3,10
TrSC58v2_2995.t1,0,1,1,1,1,1
TrSC58v2_2995.t1.e1,0,4,7,3,4,13
TrSC58v2_2998.t1,0,0,12,18,18,4
TrSC58v2_2998.t1.e1,0,7,18,21,22,86
TrSC58v2_2999.t1,0,0,0,1,0,25
TrSC58v2_2999.t1.e1,0,0,11,17,8,27
TrSC58v2_3003.t1,0,0,7,4,1,20
TrSC58v2_3003.t1.e1,0,0,8,5,12,25
TrSC58v2_3004.t1,0,4,3,4,17,36
TrSC58v2_3004.t1.e1,0,5,37,25,18,39
TrSC58v2_3006.t1,0,0,6,0,0,71
TrSC58v2_3006.t1.e1,0,4,6,8,12,17
TrSC58v2_3008.t1,0,0,5,0,8,33
TrSC58v2_3008.t1.e1,0,0,6,32,8,40
TrSC58v2_3012.t1,0,0,0,4,2,4
TrSC58v2_3012.t1.e1,0,7,0,4,4,15
TrSC58v2_3015.t1,0,0,4,9,0,16
TrSC58v2_3015.t1.e1,0,0,4,10,0,19
TrSC58v2_3016.t1,0,1,1,3,1,12
TrSC58v2_3016.t1.e1,0,15,8,3,4,15
TrSC58v2_3020.t1,0,0,1,3,2,5
TrSC58v2_3020.t1.e1,0,0,11,4,3,5
TrSC58v2_3023.t1,0,0,0,6,7,2
TrSC58v2_3023.t1.e1,0,0,12,7,8,38
TrSC58v2_3024.t1,0,2,0,2,2,23
TrSC58v2_3024.t1.e1,0,5,0,24,14,25
TrSC58v2_3028.t1,0,3,7,0,7,50
TrSC58v2_3028.t1.e1,0,4,9,38,9,58
TrSC58v2_3029.t1,0,0,0,0,3,20
TrSC58v2_3029.t1.e1,0,0,10,15,4,23
TrSC58v2_3036.t1,0,1,5,1,5,3
TrSC58v2_3036.t1.e1,0,3,6,9,5,13
TrSC58v2_3040.t1,0,0,2,0,3,4
TrSC58v2_3040.t1.e1,0,0,3,0,4,4
TrSC58v2_3042.t1,0,0,1,7,10,1
TrSC58v2_3042.t1.e1,0,0,4,10,13,25
TrSC58v2_3044.t1,0,1,1,0,0,12
TrSC58v2_3044.t1.e1,0,1,4,0,0,15
TrSC58v2_3045.t1,0,0,3,5,0,14
TrSC58v2_3045.t1.e1,0,8,4,5,0,17
TrSC58v2_3046.t1,0,2,5,1,0,5
TrSC58v2_3046.t1.e1,0,6,6,1,0,15
TrSC58v2_3048.t1,0,0,5,14,8,23
TrSC58v2_3048.t1.e1,0,6,7,17,12,25
TrSC58v2_3050.t1,0,0,0,2,5,1
TrSC58v2_3050.t1.e1,0,12,0,16,7,28
TrSC58v2_3052.t1,0,0,4,0,0,7
TrSC58v2_3052.t1.e1,0,0,4,0,0,8
TrSC58v2_2724.t1.e1,1,5,7,6,8,22
TrSC58v2_2724.t1,1,1,1,6,2,10
TrSC58v2_2725.t1.e1,5,4,9,11,7,22
TrSC58v2_2725.t1,4,3,8,12,8,24
TrSC58v2_2726.t1,29,13,48,73,43,196
TrSC58v2_2726.t1.e1,23,15,45,59,50,205
TrSC58v2_2727.t1,25,17,43,121,66,261
TrSC58v2_2727.t1.e1,22,19,39,108,53,243
TrSC58v2_2728.t1.e1,20,0,0,36,5,27
TrSC58v2_2728.t1,1,0,0,2,4,21
TrSC58v2_2729.t1.e1,3,4,8,13,4,41
TrSC58v2_2729.t1,0,0,6,10,0,33
TrSC58v2_2730.t1.e1,8,8,7,41,11,56
TrSC58v2_2730.t1,6,6,5,33,8,48
TrSC58v2_2732.t1.e1,2,0,0,3,4,21
TrSC58v2_2732.t1,1,0,0,3,3,17
TrSC58v2_2733.t1.e1,7,4,14,35,18,64
TrSC58v2_2733.t1,5,4,12,3,15,53
TrSC58v2_2734.t1.e1,17,4,20,50,22,80
TrSC58v2_2734.t1,16,4,17,2,18,67
TrSC58v2_2735.t1.e1,10,4,15,35,18,66
TrSC58v2_2735.t1,7,4,12,1,15,55
TrSC58v2_2736.t1.e1,3,1,19,13,10,30
TrSC58v2_2736.t1,3,1,14,11,9,29
TrSC58v2_2737.t1.e1,5,14,13,25,23,68
TrSC58v2_2737.t1,4,13,10,22,20,57
TrSC58v2_2739.t1.e1,6,3,13,19,15,53
TrSC58v2_2739.t1,4,0,10,12,12,42
TrSC58v2_2741.t1.e1,8,8,9,10,3,58
TrSC58v2_2741.t1,0,6,7,8,2,44
TrSC58v2_2742.t1.e1,3,4,5,12,3,21
TrSC58v2_2742.t1,0,0,0,10,3,18
TrSC58v2_2743.t1.e1,4,0,6,22,6,18
TrSC58v2_2743.t1,3,0,1,1,5,0
TrSC58v2_2745.t1.e1,4,6,33,19,8,53
TrSC58v2_2745.t1,0,5,1,4,1,9
TrSC58v2_2746.t1.e1,4,4,3,20,11,19
TrSC58v2_2746.t1,0,3,2,16,10,16
MSTRG.2682.1,18,13,91,175,65,275
TrSC58v2_2747.t1.e1,9,15,53,56,50,227
TrSC58v2_2747.t1,7,14,40,48,25,38
MSTRG.2684.1,8,9,8,22,10,74
TrSC58v2_2748.t1,5,0,10,15,8,32
TrSC58v2_2748.t1.e1,6,11,12,17,10,35
TrSC58v2_2749.t1,0,1,4,21,19,56
TrSC58v2_2749.t1.e1,7,23,28,40,21,58
TrSC58v2_2752.t1,0,6,6,12,9,1
TrSC58v2_2752.t1.e1,4,7,6,15,10,44
TrSC58v2_2754.t1,1,1,8,17,8,20
TrSC58v2_2754.t1.e1,1,8,9,19,10,21
TrSC58v2_2755.t1,0,1,0,0,0,8
TrSC58v2_2755.t1.e1,3,1,0,4,4,9
TrSC58v2_2756.t1,0,1,0,8,9,20
TrSC58v2_2756.t1.e1,8,4,4,10,11,22
TrSC58v2_2758.t1,12,8,57,51,28,125
TrSC58v2_2758.t1.e1,14,10,52,48,31,171
TrSC58v2_2759.t1,0,2,13,7,10,0
TrSC58v2_2759.t1.e1,3,3,17,10,13,43
TrSC58v2_2760.t1,0,3,2,32,44,80
TrSC58v2_2760.t1.e1,8,4,50,36,51,84
TrSC58v2_2761.t1,4,0,9,18,12,52
TrSC58v2_2761.t1.e1,5,4,12,19,16,56
TrSC58v2_2762.t1,0,0,10,9,6,4
TrSC58v2_2762.t1.e1,4,8,11,13,7,43
TrSC58v2_2763.t1,0,0,5,20,6,34
TrSC58v2_2763.t1.e1,8,4,6,22,7,38
TrSC58v2_2764.t1,7,0,0,8,0,22
TrSC58v2_2764.t1.e1,7,0,21,9,4,25
MSTRG.2702.1,11,12,20,57,24,71
TrSC58v2_2765.t1,1,1,5,10,4,15
TrSC58v2_2765.t1.e1,5,3,5,11,5,16
TrSC58v2_2766.t1,0,0,0,1,0,2
TrSC58v2_2766.t1.e1,5,0,8,3,8,23
TrSC58v2_2767.t1,8,17,42,42,5,107
TrSC58v2_2767.t1.e1,11,19,32,45,7,114
TrSC58v2_2769.t1,4,34,61,77,37,216
TrSC58v2_2769.t1.e1,42,40,74,86,44,258
TrSC58v2_2770.t1,0,3,10,20,6,2
TrSC58v2_2770.t1.e1,4,4,14,23,7,109
TrSC58v2_2771.t1,0,0,3,17,5,34
TrSC58v2_2771.t1.e1,3,5,4,19,8,49
TrSC58v2_2772.t1,0,0,7,0,0,10
TrSC58v2_2772.t1.e1,3,0,13,4,4,11
MSTRG.2712.1,31,19,71,82,64,189
TrSC58v2_2776.t1.e1,6,1,5,18,5,22
TrSC58v2_2776.t1,1,1,1,2,5,22
TrSC58v2_2777.t1.e1,6,2,6,12,5,22
TrSC58v2_2777.t1,1,1,1,9,4,1
TrSC58v2_2778.t1.e1,8,8,20,21,9,42
TrSC58v2_2778.t1,0,0,0,0,8,38
TrSC58v2_2779.t1.e1,4,0,0,0,6,14
TrSC58v2_2779.t1,0,0,0,0,5,12
TrSC58v2_2781.t1.e1,9,11,35,71,22,100
TrSC58v2_2781.t1,6,9,32,6,19,95
TrSC58v2_2782.t1.e1,12,7,12,10,4,16
TrSC58v2_2782.t1,1,0,1,7,0,13
TrSC58v2_2783.t1.e1,6,4,4,11,0,17
TrSC58v2_2783.t1,0,0,3,10,0,15
TrSC58v2_2785.t1.e1,14,7,30,39,38,70
TrSC58v2_2785.t1,11,7,20,27,30,67
TrSC58v2_2786.t1.e1,4,3,15,6,11,22
TrSC58v2_2786.t1,4,0,14,5,8,17
TrSC58v2_2787.t1.e1,7,1,2,2,12,6
TrSC58v2_2787.t1,0,1,0,2,3,5
TrSC58v2_2788.t1.e1,3,4,11,8,29,23
TrSC58v2_2788.t1,2,0,10,7,0,19
TrSC58v2_2790.t1.e1,4,0,9,8,5,11
TrSC58v2_2790.t1,0,0,8,6,0,11
TrSC58v2_2791.t1.e1,2,2,4,5,4,34
TrSC58v2_2791.t1,1,2,0,0,4,32
TrSC58v2_2792.t1.e1,8,5,17,9,12,60
TrSC58v2_2792.t1,6,0,14,8,8,9
TrSC58v2_2793.t1.e1,4,9,30,20,12,49
TrSC58v2_2793.t1,3,0,21,18,0,43
TrSC58v2_2794.t1,2,1,1,4,5,8
TrSC58v2_2794.t1.e1,3,1,1,5,6,9
TrSC58v2_2795.t1,24,7,26,56,38,151
TrSC58v2_2795.t1.e1,27,9,30,62,43,186
MSTRG.2735.1,13,24,37,75,47,247
TrSC58v2_2796.t1,1,3,7,4,4,21
TrSC58v2_2796.t1.e1,1,4,6,5,4,21
MSTRG.2737.1,104,84,284,296,251,876
MSTRG.2738.1,39,39,122,152,139,431
TrSC58v2_2803.t1,52,50,121,208,155,522
TrSC58v2_2803.t1.e1,56,58,138,220,160,513
TrSC58v2_2804.t1,20,37,61,70,63,278
TrSC58v2_2804.t1.e1,21,43,69,75,67,236
TrSC58v2_2805.t1,20,30,46,50,6,222
TrSC58v2_2805.t1.e1,24,31,58,53,61,206
TrSC58v2_2806.t1,7,0,10,8,10,49
TrSC58v2_2806.t1.e1,10,8,13,10,14,56
TrSC58v2_2807.t1,6,0,6,3,7,43
TrSC58v2_2807.t1.e1,9,0,8,4,8,49
TrSC58v2_2808.t1,7,0,4,6,1,21
TrSC58v2_2808.t1.e1,8,3,27,7,10,22
TrSC58v2_2809.t1,2,5,5,1,4,20
TrSC58v2_2809.t1.e1,5,6,6,8,5,24
TrSC58v2_2811.t1,1,1,1,1,10,34
TrSC58v2_2811.t1.e1,18,8,7,10,11,37
TrSC58v2_2812.t1,0,4,6,8,1,18
TrSC58v2_2812.t1.e1,6,5,7,9,1,54
TrSC58v2_2813.t1,0,1,1,4,4,46
TrSC58v2_2813.t1.e1,25,2,1,6,4,50
TrSC58v2_2814.t1,15,11,12,8,9,46
TrSC58v2_2814.t1.e1,18,13,14,10,9,51
TrSC58v2_2815.t1,1,6,5,2,0,14
TrSC58v2_2815.t1.e1,6,8,5,5,5,15
TrSC58v2_2816.t1,0,3,4,1,7,1
TrSC58v2_2816.t1.e1,6,5,5,12,10,29
TrSC58v2_2841.t1,6,10,0,16,10,46
TrSC58v2_2841.t1.e1,9,14,6,19,12,50
TrSC58v2_2842.t1,0,0,0,0,0,23
TrSC58v2_2842.t1.e1,14,11,8,11,4,35
TrSC58v2_2843.t1,0,0,1,3,1,47
TrSC58v2_2843.t1.e1,3,0,2,17,6,5
TrSC58v2_2844.t1,16,6,15,34,21,64
TrSC58v2_2844.t1.e1,20,9,17,37,24,74
TrSC58v2_2845.t1,15,20,44,1,30,149
TrSC58v2_2845.t1.e1,22,22,49,76,38,135
TrSC58v2_2847.t1,9,0,0,1,5,2
TrSC58v2_2847.t1.e1,12,4,3,21,6,62
TrSC58v2_2848.t1,0,8,0,2,7,43
TrSC58v2_2848.t1.e1,20,12,7,38,10,45
TrSC58v2_2849.t1,9,1,0,1,1,21
TrSC58v2_2849.t1.e1,10,4,11,24,22,22
TrSC58v2_2850.t1,2,1,1,1,2,16
TrSC58v2_2850.t1.e1,2,2,9,14,3,13
TrSC58v2_2851.t1,0,0,2,1,2,5
TrSC58v2_2851.t1.e1,5,0,5,3,2,6
TrSC58v2_2853.t1,11,0,7,17,12,44
TrSC58v2_2853.t1.e1,12,4,8,18,13,48
TrSC58v2_2855.t1,0,0,0,0,0,19
TrSC58v2_2855.t1.e1,5,5,4,4,8,15
TrSC58v2_2856.t1,3,1,13,7,5,18
TrSC58v2_2856.t1.e1,4,4,15,7,5,28
