transcript_id,SRR21831518,SRR21831519,SRR21831520,SRR21837144,SRR21837145,SRR21837146
TrSC58v2_4809.t1.e1,6,1,3,6,5,17
TrSC58v2_4810.t1,0,1,3,6,4,17
TrSC58v2_4810.t1.e1,6,1,4,7,5,19
TrSC58v2_4811.t1,0,2,3,10,4,19
TrSC58v2_4811.t1.e1,4,3,4,10,4,21
TrSC58v2_4812.t1,0,1,0,20,13,15
TrSC58v2_4812.t1.e1,1,2,8,22,16,29
TrSC58v2_4813.t1,3,0,8,7,6,19
TrSC58v2_4813.t1.e1,3,0,10,8,7,21
TrSC58v2_4814.t1,0,4,1,2,1,0
TrSC58v2_4814.t1.e1,4,4,7,3,6,5
TrSC58v2_4815.t1,0,0,0,8,1,1
TrSC58v2_4815.t1.e1,4,0,12,10,7,36
TrSC58v2_4818.t1,3,0,3,4,6,19
TrSC58v2_4818.t1.e1,4,3,4,5,7,21
TrSC58v2_4819.t1,6,0,2,40,18,60
TrSC58v2_4819.t1.e1,7,24,63,43,22,72
MSTRG.4692.1,76,109,194,305,127,745
MSTRG.4692.2,12,7,55,13,0,103
TrSC58v2_4820.t1,4,1,1,1,3,2
TrSC58v2_4820.t1.e1,1,1,1,2,5,2
TrSC58v2_4821.t1,5,12,7,9,8,13
TrSC58v2_4821.t1.e1,2,15,6,11,9,12
TrSC58v2_4822.t1,0,11,7,12,3,21
TrSC58v2_4822.t1.e1,4,12,9,14,16,22
TrSC58v2_4823.t1,10,14,8,15,7,34
TrSC58v2_4823.t1.e1,11,15,9,17,7,40
TrSC58v2_4824.t1,1,5,4,23,8,41
TrSC58v2_4824.t1.e1,2,5,24,27,9,47
TrSC58v2_4825.t1,1,0,4,1,6,16
TrSC58v2_4825.t1.e1,1,4,4,3,7,19
TrSC58v2_4827.t1,1,6,18,4,10,16
TrSC58v2_4827.t1.e1,3,8,19,5,11,21
TrSC58v2_4828.t1,0,0,5,5,0,13
TrSC58v2_4828.t1.e1,4,8,6,6,3,14
TrSC58v2_4829.t1,8,0,16,20,6,56
TrSC58v2_4829.t1.e1,9,0,19,24,6,62
TrSC58v2_4830.t1,1,0,4,2,0,28
TrSC58v2_4830.t1.e1,2,5,5,24,2,32
TrSC58v2_4831.t1,1,5,1,2,0,14
TrSC58v2_4831.t1.e1,1,6,5,4,0,17
TrSC58v2_4832.t1,6,8,27,1,5,85
TrSC58v2_4832.t1.e1,8,9,31,91,29,90
TrSC58v2_4833.t1,0,0,0,9,11,17
TrSC58v2_4833.t1.e1,11,0,5,9,12,20
TrSC58v2_4835.t1,10,10,13,3,11,41
TrSC58v2_4835.t1.e1,14,13,16,4,15,49
TrSC58v2_4836.t1,1,0,0,5,3,15
TrSC58v2_4836.t1.e1,1,0,12,7,5,19
TrSC58v2_4838.t1,0,0,5,0,8,19
TrSC58v2_4838.t1.e1,4,0,6,9,10,20
TrSC58v2_4839.t1,1,1,15,15,5,48
TrSC58v2_4839.t1.e1,2,3,18,18,6,53
TrSC58v2_4841.t1,1,0,4,2,1,21
TrSC58v2_4841.t1.e1,8,0,4,38,6,23
TrSC58v2_4842.t1,0,0,7,5,1,20
TrSC58v2_4842.t1.e1,8,8,8,5,2,25
TrSC58v2_4843.t1,0,0,9,17,0,12
TrSC58v2_4843.t1.e1,4,0,10,19,18,22
TrSC58v2_4846.t1,12,0,11,19,9,40
TrSC58v2_4846.t1.e1,14,4,14,26,11,54
TrSC58v2_4847.t1,0,11,1,24,12,37
TrSC58v2_4847.t1.e1,7,13,33,33,14,46
TrSC58v2_4848.t1,3,21,28,22,14,54
TrSC58v2_4848.t1.e1,3,27,30,26,17,67
TrSC58v2_4850.t1,3,8,19,5,9,53
TrSC58v2_4850.t1.e1,4,10,20,8,10,57
TrSC58v2_4851.t1,0,0,4,1,0,12
TrSC58v2_4851.t1.e1,7,0,4,3,0,11
TrSC58v2_4852.t1,3,3,0,8,6,14
TrSC58v2_4852.t1.e1,4,5,0,11,9,17
TrSC58v2_4853.t1,0,9,3,14,12,41
TrSC58v2_4853.t1.e1,5,10,22,15,13,44
TrSC58v2_4854.t1,0,10,1,13,1,20
TrSC58v2_4854.t1.e1,3,11,8,14,2,24
TrSC58v2_4855.t1,0,14,12,38,19,60
TrSC58v2_4855.t1.e1,22,16,15,41,22,67
TrSC58v2_4856.t1,0,0,0,0,2,2
TrSC58v2_4856.t1.e1,7,4,3,4,3,25
TrSC58v2_4857.t1,4,3,19,26,19,85
TrSC58v2_4857.t1.e1,5,4,22,30,22,97
TrSC58v2_4861.t1,0,1,2,0,5,22
TrSC58v2_4861.t1.e1,4,3,9,4,6,25
TrSC58v2_4862.t1,10,0,26,52,25,88
TrSC58v2_4862.t1.e1,11,31,28,57,29,98
MSTRG.4733.1,84,45,136,222,100,527
TrSC58v2_4863.t1,2,5,7,9,5,20
TrSC58v2_4863.t1.e1,2,6,7,10,5,21
TrSC58v2_4864.t1,10,0,17,15,2,2
TrSC58v2_4864.t1.e1,13,4,19,20,29,132
TrSC58v2_4866.t1,0,9,18,24,20,56
TrSC58v2_4866.t1.e1,3,12,22,27,15,62
TrSC58v2_4867.t1,0,10,7,8,8,14
TrSC58v2_4867.t1.e1,6,2,9,9,9,16
TrSC58v2_4868.t1,20,12,22,28,21,121
TrSC58v2_4868.t1.e1,25,16,25,28,22,109
TrSC58v2_4869.t1,6,19,23,35,16,88
TrSC58v2_4869.t1.e1,9,21,26,38,21,95
TrSC58v2_4870.t1,6,1,8,18,7,64
TrSC58v2_4870.t1.e1,8,1,12,26,8,72
TrSC58v2_4871.t1,4,0,6,6,5,13
TrSC58v2_4871.t1.e1,4,4,7,6,7,20
TrSC58v2_4875.t1,4,5,2,11,9,3
TrSC58v2_4875.t1.e1,5,6,6,16,10,59
TrSC58v2_4877.t1,1,1,0,1,12,44
TrSC58v2_4877.t1.e1,1,9,3,31,14,50
TrSC58v2_4878.t1,7,0,9,26,3,119
TrSC58v2_4878.t1.e1,10,0,13,28,38,7
TrSC58v2_4879.t1,4,0,17,20,1,36
TrSC58v2_4879.t1.e1,6,30,21,25,2,42
TrSC58v2_4880.t1,0,6,16,13,7,7
TrSC58v2_4880.t1.e1,3,8,19,71,8,185
TrSC58v2_4882.t1,0,1,1,5,3,22
TrSC58v2_4882.t1.e1,5,2,1,5,4,25
TrSC58v2_4883.t1,9,9,8,10,11,55
TrSC58v2_4883.t1.e1,11,14,11,12,12,59
TrSC58v2_5115.t1.e1,7,9,30,38,23,147
TrSC58v2_5115.t1,6,7,23,33,18,2
MSTRG.4977.1,3,24,5,9,7,46
TrSC58v2_5119.t1,0,0,0,0,0,0
TrSC58v2_5119.t1.e1,1,0,0,0,0,0
TrSC58v2_5121.t1,0,0,0,0,0,0
TrSC58v2_5121.t1.e1,1,0,0,0,0,0
TrSC58v2_5122.t1,0,0,0,0,0,0
TrSC58v2_5122.t1.e1,1,0,0,0,0,0
TrSC58v2_5125.t1,0,0,0,0,1,1
TrSC58v2_5125.t1.e1,1,0,0,0,1,1
TrSC58v2_5127.t1,2,1,1,4,0,24
TrSC58v2_5127.t1.e1,2,11,9,8,6,29
MSTRG.4985.1,4,9,23,27,27,92
TrSC58v2_5129.t1,2,1,1,8,3,20
TrSC58v2_5129.t1.e1,6,1,4,8,3,22
TrSC58v2_5130.t1,5,3,0,8,5,13
TrSC58v2_5130.t1.e1,5,3,0,8,5,14
MSTRG.4990.1,30,23,31,64,63,226
TrSC58v2_5131.t1,0,0,4,0,5,16
TrSC58v2_5131.t1.e1,4,0,6,7,6,19
TrSC58v2_5133.t1,0,1,14,1,18,32
TrSC58v2_5133.t1.e1,4,1,16,29,17,40
TrSC58v2_5135.t1,5,11,10,32,13,5
TrSC58v2_5135.t1.e1,6,14,14,36,15,142
TrSC58v2_5136.t1,3,1,1,2,5,11
TrSC58v2_5136.t1.e1,4,20,11,11,6,12
TrSC58v2_5137.t1,0,7,15,22,12,78
TrSC58v2_5137.t1.e1,3,9,18,27,17,89
TrSC58v2_5138.t1,1,4,12,16,7,65
TrSC58v2_5138.t1.e1,10,5,17,19,7,73
TrSC58v2_5284.t1.e1,30,21,35,59,42,162
TrSC58v2_5284.t1,23,17,28,53,31,144
TrSC58v2_5287.t1,0,1,1,2,2,9
TrSC58v2_5287.t1.e1,1,3,4,6,8,10
TrSC58v2_5286.t1,5,1,10,6,6,37
TrSC58v2_5286.t1.e1,7,9,11,20,7,39
TrSC58v2_4928.t1,0,0,6,0,0,9
TrSC58v2_4928.t1.e1,0,6,8,4,4,9
TrSC58v2_4929.t1,0,1,2,0,0,9
TrSC58v2_4929.t1.e1,0,1,2,0,0,10
TrSC58v2_4941.t1,0,0,0,1,0,9
TrSC58v2_4941.t1.e1,0,4,0,7,0,12
TrSC58v2_4942.t1,0,0,9,9,2,17
TrSC58v2_4942.t1.e1,0,0,10,9,8,19
TrSC58v2_4948.t1,0,1,0,7,11,2
TrSC58v2_4948.t1.e1,0,3,21,9,13,51
TrSC58v2_4951.t1,0,0,1,2,0,3
TrSC58v2_4951.t1.e1,0,11,10,3,0,3
TrSC58v2_4962.t1,0,7,1,8,6,32
TrSC58v2_4962.t1.e1,0,8,32,11,8,39
MSTRG.4843.1,0,10,15,41,25,245
MSTRG.4843.2,0,0,70,40,0,0
MSTRG.4843.3,0,0,0,91,66,155
MSTRG.4843.4,0,0,0,0,0,64
TrSC58v2_4976.t1,0,0,0,5,6,19
TrSC58v2_4976.t1.e1,0,0,11,7,8,23
TrSC58v2_4983.t1,0,0,1,12,2,24
TrSC58v2_4983.t1.e1,0,5,6,15,21,23
TrSC58v2_4992.t1,0,0,1,8,1,32
TrSC58v2_4992.t1.e1,0,5,10,9,1,36
TrSC58v2_4996.t1,0,3,8,8,6,35
TrSC58v2_4996.t1.e1,0,3,13,9,7,39
TrSC58v2_4999.t1,0,0,3,1,1,5
TrSC58v2_4999.t1.e1,0,0,4,2,4,5
TrSC58v2_5002.t1,0,0,0,5,3,26
TrSC58v2_5002.t1.e1,0,0,4,6,4,28
TrSC58v2_5003.t1,0,0,0,15,17,2
TrSC58v2_5003.t1.e1,0,9,26,17,19,72
TrSC58v2_5005.t1,0,0,1,6,10,36
TrSC58v2_5005.t1.e1,0,14,10,8,12,40
TrSC58v2_5011.t1,0,6,1,14,12,6
TrSC58v2_5011.t1.e1,0,7,30,17,13,58
TrSC58v2_5012.t1,0,1,0,0,1,13
TrSC58v2_5012.t1.e1,0,2,4,2,8,15
TrSC58v2_5013.t1,0,3,11,0,0,26
TrSC58v2_5013.t1.e1,0,5,12,18,3,29
MSTRG.4881.1,0,0,88,0,0,0
TrSC58v2_5019.t1,0,0,1,2,0,39
TrSC58v2_5019.t1.e1,0,4,33,33,24,53
TrSC58v2_5020.t1,0,4,2,4,0,23
TrSC58v2_5020.t1.e1,0,6,2,5,4,26
MSTRG.4889.1,0,0,19,23,0,46
MSTRG.4889.3,0,0,0,19,0,1
TrSC58v2_5025.t1,0,2,3,4,5,24
TrSC58v2_5025.t1.e1,0,17,34,46,35,124
TrSC58v2_5031.t1,0,1,2,1,0,13
TrSC58v2_5031.t1.e1,0,3,2,1,0,14
TrSC58v2_5037.t1,0,7,0,6,7,1
TrSC58v2_5037.t1.e1,0,9,8,9,10,50
TrSC58v2_5041.t1,0,2,17,4,1,28
TrSC58v2_5041.t1.e1,0,9,20,5,13,38
TrSC58v2_5053.t1,0,0,0,1,3,17
TrSC58v2_5053.t1.e1,0,0,4,22,5,20
TrSC58v2_5066.t1,0,2,9,13,11,41
TrSC58v2_5066.t1.e1,0,7,10,17,12,52
TrSC58v2_5067.t1,0,0,5,0,6,20
TrSC58v2_5067.t1.e1,0,8,6,8,9,28
TrSC58v2_5079.t1,0,1,1,6,1,22
TrSC58v2_5079.t1.e1,0,3,1,6,4,24
TrSC58v2_5081.t1,0,0,0,0,7,2
TrSC58v2_5081.t1.e1,0,8,8,4,8,32
TrSC58v2_5082.t1,0,0,7,12,1,19
TrSC58v2_5082.t1.e1,0,0,8,15,14,20
TrSC58v2_5089.t1,0,2,2,6,9,29
TrSC58v2_5089.t1.e1,0,11,16,7,10,37
TrSC58v2_5092.t1,0,1,1,2,1,16
TrSC58v2_5092.t1.e1,0,1,17,9,12,18
TrSC58v2_5108.t1,0,0,5,0,0,20
TrSC58v2_5108.t1.e1,0,0,6,4,12,23
TrSC58v2_5110.t1,0,0,0,6,3,3
TrSC58v2_5110.t1.e1,0,0,0,6,9,32
TrSC58v2_5114.t1.e1,0,0,0,0,0,0
TrSC58v2_5114.t1,0,0,0,0,0,0
TrSC58v2_4924.t1,9,20,29,31,24,82
TrSC58v2_4924.t1.e1,11,22,35,36,28,96
TrSC58v2_4925.t1,1,2,3,6,1,13
TrSC58v2_4925.t1.e1,2,4,4,7,1,13
TrSC58v2_4926.t1,5,1,3,1,1,28
TrSC58v2_4926.t1.e1,1,2,13,9,3,34
TrSC58v2_4927.t1,0,0,0,1,1,1
TrSC58v2_4927.t1.e1,3,6,15,24,16,39
TrSC58v2_4930.t1,1,0,5,4,3,16
TrSC58v2_4930.t1.e1,2,0,8,6,4,20
TrSC58v2_4931.t1,1,21,18,11,1,47
TrSC58v2_4931.t1.e1,10,23,20,14,12,54
TrSC58v2_4932.t1,0,2,28,40,10,104
TrSC58v2_4932.t1.e1,14,25,33,42,11,111
TrSC58v2_4933.t1,4,4,11,0,0,28
TrSC58v2_4933.t1.e1,5,15,14,4,4,32
TrSC58v2_4934.t1,4,3,7,12,0,16
TrSC58v2_4934.t1.e1,5,4,9,17,5,58
TrSC58v2_4935.t1,0,4,7,2,0,74
TrSC58v2_4935.t1.e1,7,5,9,47,24,80
MSTRG.4806.1,30,72,125,155,116,473
TrSC58v2_4936.t1,4,5,13,10,10,47
TrSC58v2_4936.t1.e1,5,4,16,11,12,58
TrSC58v2_4937.t1,4,6,21,23,24,107
TrSC58v2_4937.t1.e1,30,5,24,27,29,128
TrSC58v2_4938.t1,5,2,9,8,0,52
TrSC58v2_4938.t1.e1,6,20,11,11,4,59
TrSC58v2_4939.t1,5,2,13,36,9,48
TrSC58v2_4939.t1.e1,7,20,14,41,11,55
TrSC58v2_4940.t1,5,6,30,4,40,90
TrSC58v2_4940.t1.e1,8,7,35,90,46,108
TrSC58v2_4943.t1.e1,8,6,10,14,4,34
TrSC58v2_4943.t1,0,5,0,1,3,28
TrSC58v2_4944.t1,3,0,6,7,6,12
TrSC58v2_4944.t1.e1,4,0,7,10,8,90
TrSC58v2_4945.t1,8,11,37,36,16,98
TrSC58v2_4945.t1.e1,11,14,43,45,16,108
TrSC58v2_4946.t1,7,4,2,7,7,1
TrSC58v2_4946.t1.e1,10,4,30,9,8,163
TrSC58v2_4947.t1,0,0,0,6,0,26
TrSC58v2_4947.t1.e1,2,0,5,8,15,27
TrSC58v2_4949.t1,0,0,16,6,0,45
TrSC58v2_4949.t1.e1,7,7,16,7,11,57
TrSC58v2_4950.t1,4,1,0,0,0,8
TrSC58v2_4950.t1.e1,5,2,0,3,0,9
TrSC58v2_4952.t1,0,0,0,10,1,19
TrSC58v2_4952.t1.e1,4,20,12,12,2,20
TrSC58v2_4953.t1,2,2,11,6,2,44
TrSC58v2_4953.t1.e1,3,7,11,8,9,47
TrSC58v2_4954.t1,15,18,42,46,29,181
TrSC58v2_4954.t1.e1,21,21,45,45,32,220
TrSC58v2_4955.t1,0,3,12,25,12,42
TrSC58v2_4955.t1.e1,4,3,14,28,15,51
TrSC58v2_4956.t1,4,12,10,24,15,55
TrSC58v2_4956.t1.e1,6,17,11,29,17,62
TrSC58v2_4957.t1,8,7,7,25,1,78
TrSC58v2_4957.t1.e1,11,8,8,28,35,89
TrSC58v2_4958.t1,12,0,18,7,14,51
TrSC58v2_4958.t1.e1,15,0,19,8,20,54
TrSC58v2_4959.t1,1,3,10,18,2,94
TrSC58v2_4959.t1.e1,16,24,12,20,13,102
TrSC58v2_4960.t1,5,8,14,30,2,76
TrSC58v2_4960.t1.e1,7,10,17,34,41,90
TrSC58v2_4961.t1,3,18,24,1,10,46
TrSC58v2_4961.t1.e1,14,20,26,45,11,53
TrSC58v2_4963.t1,3,6,39,21,18,131
TrSC58v2_4963.t1.e1,3,8,43,24,20,147
TrSC58v2_4964.t1,1,0,1,3,1,18
TrSC58v2_4964.t1.e1,3,4,7,3,7,21
TrSC58v2_4965.t1,6,3,1,8,2,26
TrSC58v2_4965.t1.e1,8,3,1,9,4,30
TrSC58v2_4966.t1,5,6,24,35,28,116
TrSC58v2_4966.t1.e1,34,6,28,44,30,132
TrSC58v2_4967.t1,12,13,2,55,28,130
TrSC58v2_4967.t1.e1,16,14,69,62,29,136
TrSC58v2_4970.t1,16,7,29,57,46,166
TrSC58v2_4970.t1.e1,18,8,36,64,51,186
TrSC58v2_4971.t1,0,7,14,17,12,52
TrSC58v2_4971.t1.e1,4,9,17,19,14,55
TrSC58v2_4972.t1,2,2,3,3,0,33
TrSC58v2_4972.t1.e1,7,10,3,20,0,38
TrSC58v2_4973.t1,0,6,13,1,0,0
TrSC58v2_4973.t1.e1,6,7,16,25,13,112
TrSC58v2_4974.t1,5,10,15,2,1,80
TrSC58v2_4974.t1.e1,6,12,17,54,44,87
TrSC58v2_4975.t1,13,14,35,38,30,95
TrSC58v2_4975.t1.e1,16,18,28,33,26,121
TrSC58v2_4977.t1,0,1,13,2,6,59
TrSC58v2_4977.t1.e1,9,3,15,46,5,65
TrSC58v2_4978.t1,17,0,37,13,19,33
TrSC58v2_4978.t1.e1,19,53,1,12,0,30
TrSC58v2_4979.t1,10,18,30,64,36,129
TrSC58v2_4979.t1.e1,12,20,38,73,40,159
TrSC58v2_4980.t1,9,2,34,35,11,120
TrSC58v2_4980.t1.e1,12,16,37,38,14,136
TrSC58v2_4981.t1,0,4,14,19,15,51
TrSC58v2_4981.t1.e1,3,5,16,22,17,56
TrSC58v2_4982.t1,3,4,15,1,0,42
TrSC58v2_4982.t1.e1,4,5,18,20,8,36
TrSC58v2_4984.t1,0,13,15,15,12,13
TrSC58v2_4984.t1.e1,4,19,18,18,14,117
TrSC58v2_4985.t1,3,5,7,1,5,3
TrSC58v2_4985.t1.e1,4,6,9,8,6,54
TrSC58v2_4986.t1,0,0,6,13,7,5
TrSC58v2_4986.t1.e1,9,11,7,15,8,67
TrSC58v2_4987.t1,3,3,13,7,1,43
TrSC58v2_4987.t1.e1,5,4,16,8,11,47
TrSC58v2_4988.t1,1,1,12,1,1,1
TrSC58v2_4988.t1.e1,10,2,16,31,20,123
TrSC58v2_4989.t1,6,7,18,31,15,1
TrSC58v2_4989.t1.e1,8,8,19,38,22,173
TrSC58v2_4990.t1,4,3,20,28,19,65
TrSC58v2_4990.t1.e1,5,4,22,30,20,74
TrSC58v2_4991.t1,31,33,75,68,63,229
TrSC58v2_4991.t1.e1,37,32,86,77,72,256
TrSC58v2_4993.t1,0,0,1,4,2,35
TrSC58v2_4993.t1.e1,3,0,16,4,31,39
TrSC58v2_4994.t1,12,10,14,40,18,126
TrSC58v2_4994.t1.e1,14,12,16,47,22,142
TrSC58v2_4995.t1,0,4,5,8,0,34
TrSC58v2_4995.t1.e1,4,4,6,8,0,39
TrSC58v2_4997.t1,1,2,2,2,6,24
TrSC58v2_4997.t1.e1,1,4,7,5,7,27
TrSC58v2_4998.t1,4,0,38,30,0,94
TrSC58v2_4998.t1.e1,5,28,47,32,55,102
TrSC58v2_5000.t1,1,0,9,16,4,41
TrSC58v2_5000.t1.e1,0,4,10,23,6,44
TrSC58v2_5001.t1,12,29,54,96,77,262
TrSC58v2_5001.t1.e1,16,33,58,92,71,304
TrSC58v2_5004.t1.e1,11,10,26,22,21,50
TrSC58v2_5004.t1,1,9,3,20,18,45
TrSC58v2_5006.t1.e1,6,21,10,18,19,53
TrSC58v2_5006.t1,4,0,8,17,14,46
TrSC58v2_5007.t1.e1,13,8,36,39,30,191
TrSC58v2_5007.t1,4,8,29,35,26,168
TrSC58v2_5008.t1.e1,4,7,23,21,17,152
TrSC58v2_5008.t1,3,5,22,17,12,4
TrSC58v2_5009.t1.e1,5,0,7,14,12,54
TrSC58v2_5009.t1,3,0,5,12,0,3
TrSC58v2_5010.t1.e1,4,10,13,16,19,55
TrSC58v2_5010.t1,2,8,12,12,15,52
TrSC58v2_5014.t1.e1,8,13,13,25,16,70
TrSC58v2_5014.t1,0,10,11,18,12,64
TrSC58v2_5015.t1.e1,5,17,11,39,27,96
TrSC58v2_5015.t1,4,1,9,26,23,59
TrSC58v2_5016.t1.e1,26,18,35,131,90,355
TrSC58v2_5016.t1,1,26,17,69,40,122
TrSC58v2_5017.t1.e1,12,15,47,23,13,119
TrSC58v2_5017.t1,9,13,1,17,12,140
TrSC58v2_5018.t1.e1,9,9,27,17,7,79
TrSC58v2_5018.t1,7,8,23,13,6,69
TrSC58v2_5021.t1.e1,4,17,5,9,3,22
TrSC58v2_5021.t1,0,0,4,8,2,16
TrSC58v2_5022.t1.e1,56,32,125,199,164,426
TrSC58v2_5022.t1,39,29,121,188,123,504
TrSC58v2_5023.t1.e1,23,45,61,90,44,236
TrSC58v2_5023.t1,1,2,49,67,2,182
TrSC58v2_5024.t1.e1,1,7,12,8,28,60
TrSC58v2_5024.t1,1,2,10,7,19,49
TrSC58v2_5026.t1.e1,9,9,7,9,17,24
TrSC58v2_5026.t1,2,0,5,6,0,17
TrSC58v2_5027.t1.e1,12,11,22,26,11,100
TrSC58v2_5027.t1,11,10,18,4,9,89
TrSC58v2_5028.t1.e1,11,13,34,30,29,2
TrSC58v2_5028.t1,9,10,30,26,29,273
TrSC58v2_5029.t1.e1,2,6,0,7,0,5
TrSC58v2_5029.t1,1,1,0,1,0,5
TrSC58v2_5030.t1.e1,5,5,8,13,2,39
TrSC58v2_5030.t1,4,2,7,11,2,36
TrSC58v2_5032.t1.e1,1,9,1,6,4,15
TrSC58v2_5032.t1,1,7,1,5,4,3
TrSC58v2_5033.t1.e1,4,10,26,10,6,15
TrSC58v2_5033.t1,0,1,0,9,5,11
TrSC58v2_5034.t1.e1,8,0,4,9,17,30
TrSC58v2_5034.t1,6,0,0,6,15,26
TrSC58v2_5035.t1.e1,15,14,80,34,42,152
TrSC58v2_5035.t1,13,12,0,32,38,119
TrSC58v2_5036.t1.e1,6,8,24,17,13,66
TrSC58v2_5036.t1,4,0,19,15,11,59
TrSC58v2_5038.t1.e1,4,8,16,13,7,55
TrSC58v2_5038.t1,0,2,3,11,6,69
TrSC58v2_5039.t1.e1,6,0,4,13,9,65
TrSC58v2_5039.t1,5,0,3,12,8,60
TrSC58v2_5040.t1.e1,11,0,7,7,22,44
TrSC58v2_5040.t1,0,0,6,6,1,3
TrSC58v2_5042.t1.e1,13,5,14,10,7,28
TrSC58v2_5042.t1,2,4,13,9,6,27
TrSC58v2_5043.t1.e1,25,36,106,77,74,372
TrSC58v2_5043.t1,12,32,97,63,72,413
MSTRG.4907.1,23,33,82,96,80,372
TrSC58v2_5044.t1.e1,14,32,54,47,30,169
TrSC58v2_5044.t1,12,21,49,40,23,141
TrSC58v2_5045.t1.e1,4,4,8,11,7,25
TrSC58v2_5045.t1,3,0,4,3,6,25
TrSC58v2_5046.t1.e1,8,6,10,17,12,83
TrSC58v2_5046.t1,1,5,9,12,10,59
TrSC58v2_5047.t1.e1,8,6,14,19,9,67
TrSC58v2_5047.t1,7,1,12,19,8,62
TrSC58v2_5050.t1.e1,7,7,19,20,13,95
TrSC58v2_5050.t1,6,6,15,18,11,78
TrSC58v2_5051.t1.e1,6,3,23,16,25,49
TrSC58v2_5051.t1,5,2,22,15,3,46
TrSC58v2_5052.t1.e1,6,3,8,13,4,36
TrSC58v2_5052.t1,4,0,0,1,1,16
TrSC58v2_5054.t1.e1,11,9,15,29,12,60
TrSC58v2_5054.t1,1,2,14,24,0,64
TrSC58v2_5055.t1.e1,4,8,9,16,10,65
TrSC58v2_5055.t1,0,6,7,13,8,75
TrSC58v2_5056.t1.e1,8,3,1,5,8,20
TrSC58v2_5056.t1,0,1,1,0,7,20
TrSC58v2_5057.t1.e1,17,47,14,45,5,68
TrSC58v2_5057.t1,1,0,12,18,1,45
TrSC58v2_5058.t1.e1,18,14,12,37,24,113
TrSC58v2_5058.t1,1,10,12,29,19,93
TrSC58v2_5059.t1.e1,4,7,12,10,5,42
TrSC58v2_5059.t1,3,5,10,8,4,27
TrSC58v2_5060.t1.e1,25,18,33,61,36,169
TrSC58v2_5060.t1,20,14,26,56,36,148
TrSC58v2_5061.t1.e1,3,8,15,10,14,53
TrSC58v2_5061.t1,0,7,14,7,12,48
TrSC58v2_5062.t1.e1,3,4,18,20,8,44
TrSC58v2_5062.t1,2,0,0,18,7,34
TrSC58v2_5063.t1.e1,7,4,11,18,13,44
TrSC58v2_5063.t1,1,0,8,15,11,35
TrSC58v2_5064.t1.e1,6,14,38,31,46,247
TrSC58v2_5064.t1,5,14,35,26,37,8
TrSC58v2_5065.t1.e1,4,2,15,9,12,20
TrSC58v2_5065.t1,0,1,12,8,9,16
TrSC58v2_5068.t1.e1,3,3,8,15,9,27
TrSC58v2_5068.t1,2,2,2,2,2,26
TrSC58v2_5069.t1.e1,10,13,29,39,32,93
TrSC58v2_5069.t1,9,1,25,3,6,83
TrSC58v2_5070.t1.e1,8,7,22,7,4,30
TrSC58v2_5070.t1,0,5,17,6,5,25
TrSC58v2_5071.t1.e1,3,0,5,3,2,9
TrSC58v2_5071.t1,0,0,4,2,2,8
TrSC58v2_5072.t1.e1,3,8,34,10,31,23
TrSC58v2_5072.t1,0,0,0,10,1,15
TrSC58v2_5073.t1.e1,2,0,10,10,7,10
TrSC58v2_5073.t1,0,0,4,12,1,9
TrSC58v2_5074.t1.e1,3,11,7,17,13,87
TrSC58v2_5074.t1,0,9,5,0,11,3
TrSC58v2_5075.t1.e1,4,9,22,30,8,72
TrSC58v2_5075.t1,0,6,15,24,0,63
TrSC58v2_5076.t1.e1,18,4,22,23,26,66
TrSC58v2_5076.t1,14,0,21,20,24,59
TrSC58v2_5077.t1.e1,5,7,27,10,8,75
TrSC58v2_5077.t1,3,5,0,7,5,63
TrSC58v2_5078.t1.e1,1,2,15,12,12,57
TrSC58v2_5078.t1,1,0,12,11,12,55
TrSC58v2_5080.t1.e1,2,4,12,20,10,67
TrSC58v2_5080.t1,1,0,10,18,8,60
TrSC58v2_5083.t1.e1,19,5,10,15,13,61
TrSC58v2_5083.t1,0,4,7,14,12,56
TrSC58v2_5084.t1.e1,13,19,32,26,17,74
TrSC58v2_5084.t1,11,1,25,20,15,67
TrSC58v2_5085.t1.e1,4,4,9,5,7,80
TrSC58v2_5085.t1,0,0,8,4,0,51
TrSC58v2_5086.t1.e1,16,16,22,26,14,69
TrSC58v2_5086.t1,0,6,18,6,12,65
TrSC58v2_5087.t1.e1,4,15,0,2,0,38
TrSC58v2_5087.t1,0,0,0,1,0,31
TrSC58v2_5088.t1.e1,4,0,4,6,0,13
TrSC58v2_5088.t1,0,0,3,5,0,10
TrSC58v2_5090.t1.e1,5,11,10,23,13,41
TrSC58v2_5090.t1,4,2,9,21,11,39
TrSC58v2_5091.t1.e1,7,19,15,40,20,137
TrSC58v2_5091.t1,6,0,0,0,0,1
TrSC58v2_5093.t1.e1,89,119,173,256,196,566
TrSC58v2_5093.t1,61,81,127,181,148,900
TrSC58v2_5094.t1.e1,57,61,111,174,107,367
TrSC58v2_5094.t1,45,46,81,116,76,543
TrSC58v2_5095.t1.e1,1,10,31,22,9,38
TrSC58v2_5095.t1,1,2,2,19,7,36
TrSC58v2_5096.t1.e1,3,14,28,15,11,50
TrSC58v2_5096.t1,0,0,12,11,9,14
TrSC58v2_5097.t1.e1,5,6,6,22,5,46
TrSC58v2_5097.t1,5,0,3,3,4,1
TrSC58v2_5098.t1.e1,3,3,5,9,5,10
